MASTER RESULTS — TEXT VERSION FOR A TEXT-ONLY AI

Source file: master_results.csv
Rows: 513
Columns: 15

COLUMN SCHEMA
- model: Model variant name
- seq_len: Sequence length used in evaluation/training condition
- decoys: Number of decoys / distractors
- repeats: Repeat count for the target pattern
- seed: Random seed
- val_acc: Validation accuracy
- router_acc1: Top-1 router accuracy
- recall_at_m: Recall at M retrieved candidates
- pointer_acc: Pointer accuracy after retrieval/disambiguation
- router_miss: Router miss rate
- pointer_miss: Pointer miss rate
- value_miss: Value miss rate
- infer_ms_no_y: Inference time in milliseconds (no_y variant)
- peak_mem_mb: Peak memory in MB
- run_dir: Run directory path

PARSING NOTE
The table below is TAB-SEPARATED (TSV).
Each line after the header is one row.
Do not assume sorting beyond the original file order.

BEGIN_TSV
model	seq_len	decoys	repeats	seed	val_acc	router_acc1	recall_at_m	pointer_acc	router_miss	pointer_miss	value_miss	infer_ms_no_y	peak_mem_mb	run_dir
rft_ocr_head	2048	256	1	2	0.889687	0.712812	0.999219	0.893667	0.000781	0.10625	0.013281	3.683265	210.424805	runs/20260330_074825__ocr_ablate_margin010_decoys256/model=rft_ocr_head__L=2048__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	2	0.887656	0.721562	0.998594	0.891124	0.001406	0.10875	0.01125	3.771269	210.424805	runs/20260330_090311__ocr_ablate_margin020_decoys256/model=rft_ocr_head__L=2048__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	2	0.873281	0.707969	0.998906	0.876729	0.001094	0.123125	0.014375	3.719619	208.918945	runs/20260330_124159__ocr_ablate_dim064_decoys256/model=rft_ocr_head__L=2048__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	2	0.873281	0.707969	0.998906	0.876729	0.001094	0.123125	0.014375	3.739956	208.918945	runs/20260330_134744__ocr_ablate_dim064_decoys256/model=rft_ocr_head__L=2048__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	2	0.889687	0.712812	0.999219	0.893667	0.000781	0.10625	0.013281	3.690561	210.424805	runs/20260330_150155__ocr_ablate_dim128_decoys256/model=rft_ocr_head__L=2048__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	2	0.891406	0.7175	0.999687	0.893417	0.000313	0.106563	0.012188	3.622808	214.944336	runs/20260330_161813__ocr_ablate_dim256_decoys256/model=rft_ocr_head__L=2048__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	2	0.873281	0.707969	0.998906	0.876729	0.001094	0.123125	0.014375	3.669258	208.918945	runs/20260330_181527__ocr_ablate_dim064_decoys256/model=rft_ocr_head__L=2048__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	2	0.889687	0.712812	0.999219	0.893667	0.000781	0.10625	0.013281	3.526779	210.424805	runs/20260330_193133__ocr_ablate_dim128_decoys256/model=rft_ocr_head__L=2048__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	2	0.891406	0.7175	0.999687	0.893417	0.000313	0.106563	0.012188	3.685458	214.944336	runs/20260330_204645__ocr_ablate_dim256_decoys256/model=rft_ocr_head__L=2048__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	2	0.891406	0.7175	0.999687	0.893417	0.000313	0.106563	0.012188	3.687938	214.956055	runs/20260331_205039__step2_ocr_r1_d256/model=rft_ocr_head__L=2048__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	2	0	0.909219	0.71375	0.997969	0.909927	0.002031	0.089844	0.008125	3.897651	255.707031	runs/20260401_004319__step2_ocr_r2_d256/model=rft_ocr_head__L=2048__seed=0__decoys=256__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	2	1	0.911719	0.718125	0.998594	0.913896	0.001406	0.085938	0.009687	3.695514	214.956055	runs/20260401_004319__step2_ocr_r2_d256/model=rft_ocr_head__L=2048__seed=1__decoys=256__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	2	2	0.903906	0.726094	0.999219	0.910865	0.000781	0.089063	0.014063	3.825781	214.956055	runs/20260401_004319__step2_ocr_r2_d256/model=rft_ocr_head__L=2048__seed=2__decoys=256__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	4	0	0.905469	0.721406	0.997812	0.911478	0.002188	0.088281	0.012031	3.713933	255.707031	runs/20260401_043931__step2_ocr_r4_d256/model=rft_ocr_head__L=2048__seed=0__decoys=256__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	4	1	0.897188	0.73	0.998125	0.898865	0.001875	0.100937	0.00875	3.664097	214.956055	runs/20260401_043931__step2_ocr_r4_d256/model=rft_ocr_head__L=2048__seed=1__decoys=256__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	4	2	0.90125	0.738906	0.99875	0.905031	0.00125	0.094844	0.011094	3.643635	214.956055	runs/20260401_043931__step2_ocr_r4_d256/model=rft_ocr_head__L=2048__seed=2__decoys=256__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	32	1	0	0.922969	0.830937	1	0.922969	0	0.077031	0.006406	4.482765	460.258789	runs/20260331_001309__step2_ocr_r1_d32/model=rft_ocr_head__L=4096__seed=0__decoys=32__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	32	1	0	0.922969	0.830937	1	0.922969	0	0.077031	0.006406	4.615926	460.258789	runs/20260331_113149__step2_ocr_r1_d32/model=rft_ocr_head__L=4096__seed=0__decoys=32__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	32	1	1	0.9275	0.839531	1	0.926875	0	0.073125	0.007188	4.424499	347.717773	runs/20260331_001309__step2_ocr_r1_d32/model=rft_ocr_head__L=4096__seed=1__decoys=32__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	32	1	1	0.9275	0.839531	1	0.926875	0	0.073125	0.007188	4.524333	347.717773	runs/20260331_113149__step2_ocr_r1_d32/model=rft_ocr_head__L=4096__seed=1__decoys=32__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	32	1	2	0.936094	0.85875	1	0.937656	0	0.062344	0.006719	4.370698	347.717773	runs/20260331_001309__step2_ocr_r1_d32/model=rft_ocr_head__L=4096__seed=2__decoys=32__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	32	1	2	0.936094	0.85875	1	0.937656	0	0.062344	0.006719	4.590531	347.717773	runs/20260331_113149__step2_ocr_r1_d32/model=rft_ocr_head__L=4096__seed=2__decoys=32__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	32	2	0	0.917188	0.781563	0.999844	0.919375	0.000156	0.080625	0.008906	4.446126	460.258789	runs/20260331_222835__step2_ocr_r2_d32/model=rft_ocr_head__L=4096__seed=0__decoys=32__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	32	2	1	0.92375	0.790781	1	0.925781	0	0.074219	0.007656	4.429804	347.717773	runs/20260331_222835__step2_ocr_r2_d32/model=rft_ocr_head__L=4096__seed=1__decoys=32__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	32	2	2	0.916875	0.780156	0.999687	0.914958	0.000313	0.085	0.007344	4.413809	347.717773	runs/20260331_222835__step2_ocr_r2_d32/model=rft_ocr_head__L=4096__seed=2__decoys=32__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	32	4	0	0.911719	0.735938	1	0.914062	0	0.085938	0.01	4.396278	460.258789	runs/20260401_022130__step2_ocr_r4_d32/model=rft_ocr_head__L=4096__seed=0__decoys=32__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	32	4	1	0.917344	0.730469	1	0.921562	0	0.078437	0.010469	4.471788	347.717773	runs/20260401_022130__step2_ocr_r4_d32/model=rft_ocr_head__L=4096__seed=1__decoys=32__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	32	4	2	0.913125	0.75625	1	0.914219	0	0.085781	0.009531	4.321362	347.717773	runs/20260401_022130__step2_ocr_r4_d32/model=rft_ocr_head__L=4096__seed=2__decoys=32__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	64	1	0	0.913906	0.754531	0.999687	0.917167	0.000313	0.082812	0.010313	4.643983	460.258301	runs/20260331_133758__step2_ocr_r1_d64/model=rft_ocr_head__L=4096__seed=0__decoys=64__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	64	1	1	0.919687	0.785	1	0.923125	0	0.076875	0.009062	4.682383	347.717773	runs/20260331_133758__step2_ocr_r1_d64/model=rft_ocr_head__L=4096__seed=1__decoys=64__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	64	1	2	0.906719	0.778438	0.999531	0.908271	0.000469	0.091719	0.010313	4.570092	347.717773	runs/20260331_133758__step2_ocr_r1_d64/model=rft_ocr_head__L=4096__seed=2__decoys=64__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	64	2	0	0.9175	0.7475	0.999687	0.917656	0.000313	0.082344	0.007188	4.407644	460.257812	runs/20260331_230047__step2_ocr_r2_d64/model=rft_ocr_head__L=4096__seed=0__decoys=64__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	64	2	1	0.911406	0.759687	0.999687	0.915771	0.000313	0.084219	0.010313	4.461322	347.717773	runs/20260331_230047__step2_ocr_r2_d64/model=rft_ocr_head__L=4096__seed=1__decoys=64__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	64	2	2	0.913906	0.775937	1	0.915469	0	0.084531	0.011719	4.500869	347.717773	runs/20260331_230047__step2_ocr_r2_d64/model=rft_ocr_head__L=4096__seed=2__decoys=64__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	64	4	0	0.905937	0.703281	0.999844	0.908573	0.000156	0.091406	0.010937	4.410941	460.257812	runs/20260401_025503__step2_ocr_r4_d64/model=rft_ocr_head__L=4096__seed=0__decoys=64__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	64	4	1	0.916719	0.721875	1	0.914219	0	0.085781	0.007656	4.413297	347.717773	runs/20260401_025503__step2_ocr_r4_d64/model=rft_ocr_head__L=4096__seed=1__decoys=64__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	64	4	2	0.902813	0.74125	0.999844	0.907156	0.000156	0.092813	0.012188	4.43822	347.717773	runs/20260401_025503__step2_ocr_r4_d64/model=rft_ocr_head__L=4096__seed=2__decoys=64__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	1	0	0.900937	0.730313	0.996563	0.905625	0.003438	0.094062	0.010781	4.737583	460.257812	runs/20260331_164132__step2_ocr_r1_d128/model=rft_ocr_head__L=4096__seed=0__decoys=128__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	1	1	0.904687	0.726562	0.999375	0.909917	0.000625	0.09	0.010781	4.6592	347.717773	runs/20260331_164132__step2_ocr_r1_d128/model=rft_ocr_head__L=4096__seed=1__decoys=128__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	1	2	0.904375	0.745781	0.999531	0.909625	0.000469	0.090313	0.0125	4.438856	347.717773	runs/20260331_164132__step2_ocr_r1_d128/model=rft_ocr_head__L=4096__seed=2__decoys=128__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	2	0	0.908594	0.720156	0.999219	0.912781	0.000781	0.087188	0.012969	4.31489	460.257812	runs/20260331_234248__step2_ocr_r2_d128/model=rft_ocr_head__L=4096__seed=0__decoys=128__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	2	1	0.902188	0.704531	0.997188	0.907771	0.002812	0.092031	0.011406	4.331827	347.717773	runs/20260331_234248__step2_ocr_r2_d128/model=rft_ocr_head__L=4096__seed=1__decoys=128__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	2	2	0.89875	0.727031	0.999375	0.902615	0.000625	0.097344	0.010313	4.271964	347.717773	runs/20260331_234248__step2_ocr_r2_d128/model=rft_ocr_head__L=4096__seed=2__decoys=128__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	0	0.882344	0.681406	0.999844	0.882792	0.000156	0.117188	0.013125	4.393267	458.021973	runs/20260329_185842__ocr_ablate_loss005_repeats4/model=rft_ocr_head__L=4096__seed=0__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	0	0.880781	0.681094	0.999687	0.882469	0.000313	0.1175	0.014063	4.4894	458.021973	runs/20260329_194636__ocr_ablate_loss010_repeats4/model=rft_ocr_head__L=4096__seed=0__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	0	0.885781	0.679219	0.999844	0.888427	0.000156	0.111562	0.01375	4.524237	458.021973	runs/20260329_203345__ocr_ablate_loss020_repeats4/model=rft_ocr_head__L=4096__seed=0__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	0	0.883594	0.677344	0.999531	0.885927	0.000469	0.114062	0.013437	4.411249	458.021973	runs/20260329_212118__ocr_ablate_loss050_repeats4/model=rft_ocr_head__L=4096__seed=0__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	0	0.883906	0.684219	0.999687	0.885917	0.000313	0.114062	0.013437	4.450632	458.021973	runs/20260330_040822__ocr_ablate_margin005_repeats4/model=rft_ocr_head__L=4096__seed=0__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	0	0.882344	0.681406	0.999844	0.882792	0.000156	0.117188	0.013125	4.460011	458.021973	runs/20260330_045553__ocr_ablate_margin010_repeats4/model=rft_ocr_head__L=4096__seed=0__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	0	0.882188	0.686875	1	0.885625	0	0.114375	0.013906	4.44543	458.021973	runs/20260330_054358__ocr_ablate_margin020_repeats4/model=rft_ocr_head__L=4096__seed=0__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	0	0.872656	0.680156	1	0.876406	0	0.123594	0.015625	4.338852	457.269043	runs/20260330_101911__ocr_ablate_dim064_repeats4/model=rft_ocr_head__L=4096__seed=0__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	0	0.882344	0.681406	0.999844	0.882792	0.000156	0.117188	0.013125	4.423209	458.021973	runs/20260330_110650__ocr_ablate_dim128_repeats4/model=rft_ocr_head__L=4096__seed=0__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	0	0.902188	0.678125	0.999844	0.905302	0.000156	0.094687	0.012969	4.444447	460.281738	runs/20260330_115412__ocr_ablate_dim256_repeats4/model=rft_ocr_head__L=4096__seed=0__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	0	0.902188	0.678125	0.999844	0.905302	0.000156	0.094687	0.012969	4.403876	460.258301	runs/20260401_033749__step2_ocr_r4_d128/model=rft_ocr_head__L=4096__seed=0__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	1	0.881563	0.694219	0.999375	0.885844	0.000625	0.114062	0.012656	4.446126	343.198242	runs/20260329_185842__ocr_ablate_loss005_repeats4/model=rft_ocr_head__L=4096__seed=1__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	1	0.885312	0.694844	0.999531	0.887896	0.000469	0.112031	0.012812	4.426301	343.198242	runs/20260329_194636__ocr_ablate_loss010_repeats4/model=rft_ocr_head__L=4096__seed=1__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	1	0.884844	0.700313	0.999531	0.885708	0.000469	0.114219	0.012188	4.428104	343.198242	runs/20260329_203345__ocr_ablate_loss020_repeats4/model=rft_ocr_head__L=4096__seed=1__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	1	0.88375	0.694688	0.999219	0.887854	0.000781	0.112031	0.014219	4.3409	343.198242	runs/20260329_212118__ocr_ablate_loss050_repeats4/model=rft_ocr_head__L=4096__seed=1__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	1	0.883594	0.692344	0.999375	0.885677	0.000625	0.114219	0.012656	4.37289	343.198242	runs/20260330_040822__ocr_ablate_margin005_repeats4/model=rft_ocr_head__L=4096__seed=1__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	1	0.881563	0.694219	0.999375	0.885844	0.000625	0.114062	0.012656	4.446044	343.198242	runs/20260330_045553__ocr_ablate_margin010_repeats4/model=rft_ocr_head__L=4096__seed=1__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	1	0.885312	0.689688	0.999531	0.886802	0.000469	0.113125	0.0125	4.336538	343.198242	runs/20260330_054358__ocr_ablate_margin020_repeats4/model=rft_ocr_head__L=4096__seed=1__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	1	0.867344	0.691719	0.999687	0.87275	0.000313	0.127188	0.0175	4.399391	341.692383	runs/20260330_101911__ocr_ablate_dim064_repeats4/model=rft_ocr_head__L=4096__seed=1__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	1	0.881563	0.694219	0.999375	0.885844	0.000625	0.114062	0.012656	4.400067	343.198242	runs/20260330_110650__ocr_ablate_dim128_repeats4/model=rft_ocr_head__L=4096__seed=1__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	1	0.905312	0.699375	0.999375	0.905104	0.000625	0.094844	0.008438	4.450836	347.717773	runs/20260330_115412__ocr_ablate_dim256_repeats4/model=rft_ocr_head__L=4096__seed=1__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	1	0.905312	0.699375	0.999375	0.905104	0.000625	0.094844	0.008438	4.30764	347.717773	runs/20260401_033749__step2_ocr_r4_d128/model=rft_ocr_head__L=4096__seed=1__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	2	0.904062	0.717969	0.999687	0.906073	0.000313	0.093906	0.01125	4.43906	343.198242	runs/20260329_185842__ocr_ablate_loss005_repeats4/model=rft_ocr_head__L=4096__seed=2__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	2	0.897813	0.716875	0.999687	0.900604	0.000313	0.099375	0.011562	4.436828	343.198242	runs/20260329_194636__ocr_ablate_loss010_repeats4/model=rft_ocr_head__L=4096__seed=2__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	2	0.8925	0.718437	0.999531	0.896688	0.000469	0.103281	0.012969	4.489556	343.198242	runs/20260329_203345__ocr_ablate_loss020_repeats4/model=rft_ocr_head__L=4096__seed=2__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	2	0.896094	0.720156	0.999531	0.900396	0.000469	0.099531	0.013281	4.308746	343.198242	runs/20260329_212118__ocr_ablate_loss050_repeats4/model=rft_ocr_head__L=4096__seed=2__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	2	0.895469	0.716094	0.999531	0.899	0.000469	0.100937	0.012969	4.441989	343.198242	runs/20260330_040822__ocr_ablate_margin005_repeats4/model=rft_ocr_head__L=4096__seed=2__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	2	0.904062	0.717969	0.999687	0.906073	0.000313	0.093906	0.01125	4.334735	343.198242	runs/20260330_045553__ocr_ablate_margin010_repeats4/model=rft_ocr_head__L=4096__seed=2__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	2	0.903906	0.714219	0.999687	0.904365	0.000313	0.095625	0.010313	4.396237	343.198242	runs/20260330_054358__ocr_ablate_margin020_repeats4/model=rft_ocr_head__L=4096__seed=2__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	2	0.878437	0.71	0.999375	0.881333	0.000625	0.118594	0.014375	4.405658	341.692383	runs/20260330_101911__ocr_ablate_dim064_repeats4/model=rft_ocr_head__L=4096__seed=2__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	2	0.904062	0.717969	0.999687	0.906073	0.000313	0.093906	0.01125	4.455731	343.198242	runs/20260330_110650__ocr_ablate_dim128_repeats4/model=rft_ocr_head__L=4096__seed=2__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	2	0.910312	0.719063	0.999375	0.915083	0.000625	0.084844	0.010781	4.500316	347.717773	runs/20260330_115412__ocr_ablate_dim256_repeats4/model=rft_ocr_head__L=4096__seed=2__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	128	4	2	0.910312	0.719063	0.999375	0.915083	0.000625	0.084844	0.010781	4.383314	347.717773	runs/20260401_033749__step2_ocr_r4_d128/model=rft_ocr_head__L=4096__seed=2__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	256	1	0	0.882031	0.686562	0.998594	0.887125	0.001406	0.112656	0.013281	4.400325	458.016113	runs/20260329_230838__ocr_ablate_loss005_decoys256/model=rft_ocr_head__L=4096__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	256	1	0	0.867969	0.677656	0.998594	0.873875	0.001406	0.125938	0.015781	4.483338	458.016113	runs/20260330_002251__ocr_ablate_loss010_decoys256/model=rft_ocr_head__L=4096__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	256	1	0	0.868906	0.681094	0.997812	0.873865	0.002188	0.125781	0.012969	4.415734	458.016113	runs/20260330_013827__ocr_ablate_loss020_decoys256/model=rft_ocr_head__L=4096__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	256	1	0	0.874219	0.68125	0.998437	0.882146	0.001563	0.117656	0.015938	4.397752	458.016113	runs/20260330_025354__ocr_ablate_loss050_decoys256/model=rft_ocr_head__L=4096__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	256	1	0	0.88625	0.684844	0.99875	0.89299	0.00125	0.106875	0.015312	4.375654	458.016113	runs/20260330_063133__ocr_ablate_margin005_decoys256/model=rft_ocr_head__L=4096__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	256	1	0	0.882031	0.686562	0.998594	0.887125	0.001406	0.112656	0.013281	4.405309	458.016113	runs/20260330_074825__ocr_ablate_margin010_decoys256/model=rft_ocr_head__L=4096__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	256	1	0	0.886875	0.687344	0.99875	0.891729	0.00125	0.108125	0.012812	4.323901	458.016113	runs/20260330_090311__ocr_ablate_margin020_decoys256/model=rft_ocr_head__L=4096__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	256	1	0	0.857812	0.676406	0.998125	0.8645	0.001875	0.135313	0.016563	4.413379	457.263184	runs/20260330_124159__ocr_ablate_dim064_decoys256/model=rft_ocr_head__L=4096__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	256	1	0	0.857812	0.676406	0.998125	0.8645	0.001875	0.135313	0.016563	4.371907	457.263184	runs/20260330_134744__ocr_ablate_dim064_decoys256/model=rft_ocr_head__L=4096__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	256	1	0	0.882031	0.686562	0.998594	0.887125	0.001406	0.112656	0.013281	4.494582	458.016113	runs/20260330_150155__ocr_ablate_dim128_decoys256/model=rft_ocr_head__L=4096__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	256	1	0	0.876563	0.685625	0.998125	0.883698	0.001875	0.116094	0.014219	4.295168	460.275879	runs/20260330_161813__ocr_ablate_dim256_decoys256/model=rft_ocr_head__L=4096__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	256	1	0	0.857812	0.676406	0.998125	0.8645	0.001875	0.135313	0.016563	4.398612	457.263184	runs/20260330_181527__ocr_ablate_dim064_decoys256/model=rft_ocr_head__L=4096__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	256	1	0	0.882031	0.686562	0.998594	0.887125	0.001406	0.112656	0.013281	4.316181	458.016113	runs/20260330_193133__ocr_ablate_dim128_decoys256/model=rft_ocr_head__L=4096__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	256	1	0	0.876563	0.685625	0.998125	0.883698	0.001875	0.116094	0.014219	4.406456	460.275879	runs/20260330_204645__ocr_ablate_dim256_decoys256/model=rft_ocr_head__L=4096__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	256	1	0	0.876563	0.685625	0.998125	0.883698	0.001875	0.116094	0.014219	4.381225	460.252441	runs/20260331_205039__step2_ocr_r1_d256/model=rft_ocr_head__L=4096__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	256	1	1	0.883125	0.693594	0.998125	0.887333	0.001875	0.1125	0.015	4.310405	343.198242	runs/20260329_230838__ocr_ablate_loss005_decoys256/model=rft_ocr_head__L=4096__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	4096	256	1	1	0.877969	0.68875	0.999219	0.881479	0.000781	0.118438	0.016094	4.429742	343.198242	runs/20260330_002251__ocr_ablate_loss010_decoys256/model=rft_ocr_head__L=4096__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
